F15.3,"Mental and behavioural disorders due to use of otherstimulants, including caffeine: withdrawal state",,,,,
F15.5,"Mental and behavioural disorders due to use of otherstimulants, including caffeine: psychotic disorder",,,,,
F15.8,"Mental and behavioural disorders due to use of otherstimulants, including caffeine: other mental andbehavioural disorders",,,,,
F15.9,"Mental and behavioural disorders due to use of otherstimulants, including caffeine: unspecified mental andbehavioural disorder",,,,,
F16.0,"Mental and behavioural disorders due to use ofhallucinogens: acute intoxication",,,,,
F16.1,"Mental and behavioural disorders due to use ofhallucinogens: harmful use",,,,,
F16.2,"Mental and behavioural disorders due to use ofhallucinogens: dependence syndrome",,,,,
F16.5,"Mental and behavioural disorders due to use ofhallucinogens: psychotic disorder",,,,,
F17.2,"Mental and behavioural disorders due to use of tobacco:dependence syndrome",,,,,
F17.3,"Mental and behavioural disorders due to use of tobacco:withdrawal state",,,,,
F18.0,"Mental and behavioural disorders due to use of volatilesolvents: acute intoxication",,,,,
F18.4,"Mental and behavioural disorders due to use of volatilesolvents: withdrawal state with delirium",,,,,
F18.6,"Mental and behavioural disorders due to use of volatilesolvents: amnesic syndrome",,,,,
F19.1,"Mental and behavioural disorders due to multiple drug useand use of other psychoactive substances; misuse of drugsNOS: harmful use",,,,,
F19.2,"Mental and behavioural disorders due to multiple drug useand use of other psychoactive substances; misuse of drugsNOS: dependence syndrome",,,,,
F19.3,"Mental and behavioural disorders due to multiple drug useand use of other psychoactive substances; misuse of drugsNOS: withdrawal state",,,,,
F19.5,"Mental and behavioural disorders due to multiple drug useand use of other psychoactive substances; misuse of drugsNOS: psychotic disorder",,,,,
F19.7,"Mental and behavioural disorders due to multiple drug useand use of other psychoactive substances; misuse of drugsNOS: residual and late-onset psychotic disorder",,,,,
F19.8,"Mental and behavioural disorders due to multiple drug useand use of other psychoactive substances; misuse of drugsNOS: other mental and behavioural disorders",,,,,
F19.9,"Mental and behavioural disorders due to multiple drug useand use of other psychoactive substances; misuse of drugsNOS: unspecified mental and behavioural disorder",,,,,
F20.0,Paranoid schizophrenia; Paraphrenic schizophrenia,,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
F20.2,"Catatonic schizophrenia; Catatonic stupor; Schizophreniccatalepsy; Schizophrenic catatonia;  Schizophrenicflexibilitas cerea",,,,,
F20.3,Undifferentiated schizophrenia; Atypical schizophrenia,,,,,
F20.5,"Residual schizophrenia; Chronic undifferentiatedschizophrenia; Restzustand (schizophrenic); Schizophrenicresidual state",,,,,
F20.6,Simple schizophrenia,,,,,
F20.8,"Other schizophrenia; Cenesthopathic schizophrenia;Schizophreniform disorder NOS; Schizophreniformpsychosis NOS",,,,,
F20.9,"Schizophrenia, unspecified",,,,,
F21,"Schizotypal disorder; Latent schizophrenic reaction;Schizophrenia borderline; Schizophrenia latent;Schizophrenia prepsychotic; Schizophrenia prodromal;Schizophrenia pseudoneurotic;Schizophrenia pseudopsychopathic; Schizotypal personalitydisorder",,,,,
F22.0,"Delusional disorder; Paranoia; Paranoid psychosis; Paranoidstate; Paraphrenia (late); Sensitiver Beziehungswahn",,,,,
F22.8,"Other persistent delusional disorders; Delusionaldysmorphophobia; Involutional paranoid state; Paranoiaquerulans",,,,,
F23.0,"Acute polymorphic psychotic disorder without symptomsof schizophrenia; Bouffée délirante without symptoms ofschizophrenia or unspecified; Cycloid psychosis withoutsymptoms of schizophrenia or unspecified",,,,,
F23.1,"Acute polymorphic psychotic disorder with symptoms ofschizophrenia; Bouffée délirante with symptoms ofschizophrenia; Cycloid psychosis with symptoms ofschizophrenia",,,,,
F23.2,"Acute schizophrenia-like psychotic disorder;Acute(undifferentiated) schizophrenia;Brief schizophreniformdisorder;  Brief schizophreniform psychosis; Oneirophrenia;Schizophrenic reaction",,,,,
F23.3,"Other acute predominantly delusional psychotic disorders;Paranoid reaction; Psychogenic paranoid psychosis",,,,,
F23.8,Other acute and transient psychotic disorders,,,,,
F23.9,"Acute and transient psychotic disorder, unspecified; Briefreactive psychosis NOS; Reactive psychosis",,,,,
F24,"Induced delusional disorder; Folie à deux; Induced paranoiddisorder; Induced psychotic disorder",,,,,
F25.0,"Schizoaffective disorder, manic type; Schizoaffectivepsychosis, manic type; Schizophreniform psychosis, manictype",,,,,
F25.1,"Schizoaffective disorder, depressive type; Schizoaffectivepsychosis, depressive type; Schizophreniform psychosis,depressive type",,,,,
F25.2,"Schizoaffective disorder, mixed type; Cyclic schizophrenia;Mixed schizophrenic and affective psychosis",,,,,
F25.8,Other schizoaffective disorders,,,,,
F25.9,"Schizoaffective disorder, unspecified; Schizoaffectivepsychosis NOS",,,,,
F28,"Other nonorganic psychotic disorders; Chronichallucinatory psychosis",,,,,
F29,Unspecified nonorganic psychosis; Psychosis NOS,,,,,
F30.0,Hypomania,,,,,
F30.1,Mania without psychotic symptoms,,,,,
F30.2,"Mania with psychotic symptoms; Mania with mood-congruent psychotic symptoms; Mania with mood-incongruent psychotic symptoms; Manic stupor",,,,,
F30.9,"Manic episode, unspecified; Mania NOS",,,,,
F31.0,"Bipolar affective disorder, current episode hypomanic",,,,,
F31.1,"Bipolar affective disorder, current episode manic withoutpsychotic symptoms",,,,,
F31.2,"Bipolar affective disorder, current episode manic withpsychotic symptoms",,,,,
F31.3,"Bipolar affective disorder, current episode mild ormoderate depression",,,,,
F31.5,"Bipolar affective disorder, current episode severedepression with psychotic symptoms",,,,,
F31.6,"Bipolar affective disorder, current episode mixed",,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
F31.8,"Other bipolar affective disorders; Bipolar II disorder;Recurrent manic episodes NOS",,,,,
F31.9,"Bipolar affective disorder, unspecified",,,,,
F32.0,Mild depressive episode,,,,,
F32.1,Moderate depressive episode,,,,,
F32.2,"Severe depressive episode without psychotic symptoms;[Agitated depression, Major depression, Vital depression]single episode without psychotic symptoms",,,,,
F32.3,"Severe depressive episode with psychotic symptoms; Singleepisodes of major depression with psychotic symptoms;Single episodes of psychogenic depressive psychosis; Singleepisodes of psychotic depression; Single episodes ofreactive depressive psychosis",,,,,
F32.8,"Other depressive episodes; Atypical depression; Singleepisodes of ""masked"" depression NOS",,,,,
F32.9,"Depressive episode, unspecified; Depression NOS;Depressive disorder NOS",,,,,
F33.2,"Recurrent depressive disorder, current episode severewithout psychotic symptoms; Endogenous depressionwithout psychotic symptoms; Major depression, recurrentwithout psychotic symptoms; Manic-depressive psychosis,depressed type without psychotic symptoms; Vitaldepression, recurrent without psychotic symptoms",,,,,
F33.3,"Recurrent depressive disorder, current episode severe withpsychotic symptoms including Endogenous depression withpsychotic symptoms; Manic-depressive psychosis,depressed type with psychotic symptoms; Recurrent severeepisodes of  major depression with psychotic symptoms;Recurrent severe episodes of psychogenic depressivepsychosis; Recurrent severe episodes of psychoticdepression; Recurrent severe episodes of reactivedepressive psychosis",,,,,
F33.8,Other recurrent depressive disorders,,,,,
F33.9,"Recurrent depressive disorder, unspecified; Monopolardepression NOS",,,,,
F34.0,"Cyclothymia; Affective personality disorder; Cycloidpersonality; Cyclothymic personality",,,,,
F34.1,"Dysthymia; Depressive neurosis; Depressive personalitydisorder; Neurotic depression; Persistent anxietydepression",,,,,
F42.1,Predominantly compulsive acts [obsessional rituals],,,,,
F42.2,Mixed obsessional thoughts and acts,,,,,
F42.8,Other obsessive-compulsive disorders,,,,,
F42.9,"Obsessive-compulsive disorder, unspecified",,,,,
F43.0,"Acute stress reaction including  Acute crisis reaction; Acutereaction to stress; Combat fatigue; Crisis state; Psychicshock",,,,,
F43.1,Post-traumatic stress disorder; Traumatic neurosis,,,,,
F43.2,"Adjustment disorders; Culture shock; Grief reaction;Hospitalism in children",,,,,
F43.8,Other reactions to severe stress,,,,,
F44.0,Dissociative amnesia,,,,,
F44.4,"Dissociative motor disorders; Psychogenic aphonia;Psychogenic dysphonia",,,,,
F44.8,"Other dissociative [conversion] disorders; Ganser'ssyndrome; Multiple personality; Psychogenic confusion;Psychogenic twilight state",,,,,
F44.9,"Dissociative [conversion] disorder, unspecified",,,,,
F45.0,"Somatization disorder; Briquet’s disorder; Multiplepsychosomatic disorder",,,,,
F45.1,"Undifferentiated somatoform disorder; Undifferentiatedpsychosomatic disorder",,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
F45.3,"Somatoform autonomic dysfunction; Cardiac neurosis; DaCosta's syndrome; Gastric neurosis ; NeurocirculatoryastheniaPsychogenic forms of aerophagy; Psychogenic forms ofcough, Psychogenic forms of  diarrhea; Psychogenic formsof dyspepsia; Psychogenic forms of dysuria; psychogenicforms of flatulence; Psychogenic forms of hiccough;Psychogenic forms of hyperventilation; Psychogenic formsof increased frequency of micturition; Psychogenic forms ofirritable bowel syndrome; Psychogenic forms ofpylorospasmPsychogenic urine retentionPsychogenic polyuria",,,,,
F45.4,"Persistent somatoform pain disorder; Psychalgia;Psychogenic backache; Psychogenic headache; Somatoformpain disorder",,,,,
F45.8,"Other somatoform disorders; Psychogenic dysmenorrhoea;Psychogenic dysphagia, including ""globus hystericus"";Psychogenic pruritus; Psychogenic torticollis; Teeth-grinding",,,,,
F45.9,"Somatoform disorder, unspecified; Psychosomatic disorderNOS",,,,,
F48.8,"Other specified neurotic disorders; Dhat syndrome;Occupational neurosis, including writer's cramp;Psychasthenia; Psychasthenic neurosis; Psychogenicsyncope",,,,,
F48.9,"Neurotic disorder, unspecified; Neurosis NOS",,,,,
F50.2,Bulimia nervosa; Bulimia NOS; Hyperorexia nervosa,,,,,
F53.0,"Mild mental and behavioural disorders associated with thepuerperium, not elsewhere classified; Depression postnatalNOS; Depression postpartum NOS",,,,,
F53.1,"Severe mental and behavioural disorders associated withthe puerperium, not elsewhere classified; Puerperalpsychosis NOS",,,,,
F53.9,"Puerperal mental disorder, unspecified",,,,,
F55,"Abuse of non-dependence-producing substances; Abuse ofantacids; Abuse of herbal or folk remedies; Abuse ofsteroids or hormones; Abuse of vitamins; Laxative habit",,,,,
F59,"Unspecified behavioural syndromes associated withphysiological disturbances and physical factors;Psychogenic physiological dysfunction NOS",,,,,
F70.0,"Mild mental retardation; feeble-mindedness; mild mentalsubnormality with the statement of no, or minimal,impairment of behaviour",,,,,
F72.9,"Severe mental retardation; severe mental subnormalitywithout mention of impairment of behaviour",,,,,
F78.1,"Other mental retardation with significant impairment ofbehaviour requiring attention or treatment",,,,,
F78.8,"Other mental retardation with other impairments ofbehaviour",,,,,
F78.9,"Other mental retardation without mention of impairmentof behaviour",,,,,
F79.8,"Unspecified mental retardation; mental deficiency NOS;mental subnormality NOS with  other impairments ofbehaviour",,,,,
F80.3,Acquired aphasia with epilepsy [Landau-Kleffner],,,,,
F82,"Specific developmental disorder of motor function; Clumsychild syndrome; Developmental coordination disorder;Developmental dyspraxia",,,,,
F84.0,"Childhood autism; Autistic disorder; Infantile autism;Infantile psychosis; Kanner's syndrome",,,,,
F84.2,Rett's syndrome,,,,,
F84.3,"Other childhood disintegrative disorder; Dementiainfantilis; Disintegrative psychosis; Heller's syndrome;Symbiotic psychosis",,,,,
F84.5,"Asperger's syndrome; Autistic psychopathy; Schizoiddisorder of childhood",,,,,
F84.9,"Pervasive developmental disorder, unspecified",,,,,
F89,"Unspecified disorder of psychological development;Developmental disorder NOS",,,,,
F90.8,Other hyperkinetic disorders,,,,,
F92.0,Depressive conduct disorder,,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
F99,"Mental disorder, not otherwise specified; Mental illnessNOS",,,,,
E88.0,"Disorders of plasma-protein metabolism, not elsewhereclassified; a-1-Antitrypsin deficiency; Bisalbuminaemia",,,,,
E88.1,"Lipodystrophy, not elsewhere classified; Lipodystrophy NOS",,,,,
E88.8,"Other specified metabolic disorders; Launois-Bensaudeadenolipomatosis; Trimethylaminuria",,,,,
E88.9,"Metabolic disorder, unspecified",,,,,
P70.0,Syndrome of infant of mother with gestational diabetes,,,,,
P70.1,"Syndrome of infant of a diabetic mother; Maternal diabetesmellitus (pre-existing) affecting fetus or newborn withhypoglycaemia",,,,,
P70.2,Neonatal diabetes mellitus,,,,,
P70.3,Iatrogenic neonatal hypoglycaemia,,,,,
P70.4,"Other neonatal hypoglycaemia; Transitory neonatalhypoglycaemia",,,,,
P70.9,"Transitory disorder of carbohydrate metabolism of fetusand newborn, unspecified",,,,,
P71.0,Cow's milk hypocalcaemia in newborn,,,,,
P71.1,Other neonatal hypocalcaemia,,,,,
P71.3,"Neonatal tetany without calcium or magnesium deficiency;Neonatal tetany NOS",,,,,
P71.4,Transitory neonatal hypoparathyroidism,,,,,
P71.9,"Transitory neonatal disorder of calcium and magnesiummetabolism, unspecified",,,,,
P72.0,"Neonatal goitre, not elsewhere classified; Transitorycongenital goitre with normal function",,,,,
P72.1,"Transitory neonatal hyperthyroidism; neonatalthyrotoxicosis",,,,,
P72.2,"Other transitory neonatal disorders of thyroid function, notelsewhere classified; Transitory neonatal hypothyroidism",,,,,
P72.8,Other specified transitory neonatal endocrine disorders,,,,,
P72.9,"Transitory neonatal endocrine disorder, unspecified",,,,,
P74.0,Late metabolic acidosis of newborn,,,,,
P74.1,Dehydration of newborn,,,,,
P74.2,Disturbances of sodium balance of newborn,,,,,
P74.4,Other transitory electrolyte disturbances of newborn,,,,,
P74.8,Other transitory metabolic disturbances of newborn,,,,,
P74.9,"Transitory metabolic disturbance of newborn, unspecified",,,,,
P80.9,"Hypothermia of newborn, unspecified",,,,,
P81.0,Environmental hyperthermia of newborn,,,,,
P81.8,"Other specified disturbances of temperature regulation ofnewborn",,,,,
P81.9,"Disturbance of temperature regulation of newborn,unspecified; Fever of newborn NOS",,,,,
P83.1,Neonatal erythema toxicum,,,,,
P83.4,"Breast engorgement of newborn; Noninfective mastitis ofnewborn",,,,,
P83.8,"Other specified conditions of integument specific to fetusand newborn; Bronze baby syndrome; Neonatalscleroderma; Urticaria neonatorum",,,,,
O02.0,"Blighted ovum and nonhydatidiform mole; Carneous mole;Fleshy mole; Intrauterine mole NOS; Pathological ovum",,,,,
O02.1,"Missed abortion; Early fetal death with retention of deadfetus",,,,,
O02.8,Other specified abnormal products of conception,,,,,
O02.9,"Abnormal product of conception, unspecified",,,,,
O03.4,"Spontaneous abortion, incomplete, without complication",,,,,
O03.9,"Spontaneous abortion, complete or unspecified, withoutcomplication",,,,,
O05.4,"Other abortion, incomplete, without complication",,,,,
O05.9,"Other abortion, complete or unspecified, withoutcomplication",,,,,
O06.4,"Unspecified abortion or induced abortion NOS, incomplete,without complication",,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
O07.0,"Failed medical abortion, complicated by genital tract andpelvic infection with Endometritis; Oophoritis; Parametritis;Parametritis; Pelvic peritonitis; Salpingitis; Salpingo-oophoritis; Sepsis; Septic shock; Septicaemia",,,,,
O07.3,"Failed medical abortion with other and unspecifiedcomplications with Shock following abortion and ectopicand molar pregnancy; Circulatory collapase; PostoperativeShock; Renal failure following abortion and ectopic andmolar pregnancy; Oliguria; Acute Renal failure; Renalshutdown; Renal tubular necrosis; Uraemia",,,,,
O07.4,"Failed medical abortion without complication; Failedmedical abortion NOS",,,,,
O07.8,"Other and unspecified failed attempted abortion with otherand unspecified complications with with  Shock followingabortion and ectopic and molar pregnancy; Circulatorycollapase; Postoperative Shock; Renal failure followingabortion and ectopic and molar pregnancy;Afibrinogenaemia; Defibrination syndrome; Intravascularcoagulation",,,,,
O07.9,"Other and unspecified failed attempted abortion withoutcomplication; Failed attempted abortion NOS",,,,,
O03.0,"Spontaneous abortion, incomplete, complicated by Genitaltract and pelvic infection with Genital tract and pelvicinfection following abortion and ectopic and molarpregnancy; Endometritis; Oophoritis; Parametritis; Pelvicperitonitis; Salpingitis; Salpingo-oophoritis and/or Sepsisand/or Septic shock and/or Septicaemia",,,,,
O03.1,"Spontaneous abortion, incomplete, complicated Delayed orexcessive haemorrhage with Delayed or excessivehaemorrhage following abortion and ectopic and molarpregnancy; Afibrinogenaemia; Defibrination syndrome;Intravascular coagulation",,,,,
O03.2,"Spontaneous abortion, incomplete, complicated byEmbolism with  Embolism NOS or Air embolism or Amnioticfluid embolism or Blood-clot embolism or Pulmonaryembolism or Pyaemic embolism or Septic orsepticopyaemic embolism or Soap embolism",,,,,
O03.3,"Spontaneous abortion, incomplete, with other andunspecified complications with Shock following abortionand ectopic and molar pregnancy; Circulatory collapase;Postoperative Shock; Renal failure following abortion andectopic and molar pregnancy; Oliguria; Acute Renal failure;Renal shutdown; Renal tubular necrosis; Uraemia",,,,,
O03.5,"Spontaneous abortion, complete, complicated by Genitaltract and pelvic infection with Genital tract and pelvicinfection following abortion and ectopic and molarpregnancy; Endometritis; Oophoritis; Parametritis; Pelvicperitonitis; Salpingitis;  Salpingo-oophoritis and/or Sepsisand/or Septic shock and/or Septicaemia",,,,,
O03.6,"Spontaneous abortion, complete or unspecified,complicated Delayed or excessive haemorrhage withDelayed or excessive haemorrhage following abortion andectopic and molar pregnancy; Afibrinogenaemia;Defibrination syndrome; Intravascular coagulation",,,,,
O03.7,"Spontaneous abortion, complete or unspecified, with othercomplicated by Embolism with Embolism followingabortion and ectopic and molar pregnancy; Embolism NOS;Air embolism; Amniotic fluid embolism; Blood-clotembolism; Pulmonary embolism; Pyaemic embolism",,,,,
O03.8,"Spontaneous abortion, complete or unspecified,  withother and unspecified complications with Shock followingabortion and ectopic and molar pregnancy; Circulatorycollapase; Postoperative Shock; Renal failure followingabortion and ectopic and molar pregnancy",,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
O05.1,"Other abortion, incomplete, complicated Delayed orexcessive haemorrhage with Delayed or excessivehaemorrhage following abortion and ectopic and molarpregnancy; Afibrinogenaemia; Defibrination syndrome;Intravascular coagulation",,,,,
O05.8,"Other abortion, complete, with other and unspecifiedcomplications with  Shock following abortion and ectopicand molar pregnancy; Circulatory collapase; PostoperativeShock; Renal failure following abortion and ectopic andmolar pregnancy; Oliguria Acute",,,,,
O06.0,"Unspecified abortion or induced abortion NOS, incomplete,complicated by Genital tract and pelvic infection withEndometritis and/or Oophoritis and/or Parametritis and/orPelvic peritonitis and/or Salpingitis and/or Salpingo-oophoritis and/or Sepsis and/or Septic shock and/orSepticaemia",,,,,
O06.1,"Unspecified abortion or induced abortion NOS, incomplete,complicated Delayed or excessive haemorrhage withAfibrinogenaemia or Defibrination syndrome orIntravascular coagulation",,,,,
O06.2,"Unspecified abortion or induced abortion NOS, incomplete,complicated by Embolism or Embolism NOS with  Airembolism or Amniotic fluid embolism or Blood-clotembolism or Pulmonary embolism or Pyaemic embolism orSeptic or septicopyaemic embolism or Soap embolism",,,,,
O06.3,"Unspecified abortion or induced abortion NOS, incomplete,with other and unspecified complications with  Shockfollowing abortion and ectopic and molar pregnancy;Circulatory collapase; Postoperative Shock; Renal failurefollowing abortion and ectopic and molar pregnancy;Oliguria; Acute Renal failure; Renal shutdown; Renaltubular necrosis; Uraemia",,,,,
O06.5,"Unspecified abortion or induced abortion NOS, complete,or unspecified,  complicated by Genital tract and pelvicinfection or Endometritis and/or Oophoritis and/orParametritis and/or Pelvic peritonitis and/or Salpingitisand/or Salpingo-oophoritis and/or Sepsis and/or Septicshock and/or Septicaemia",,,,,
O06.6,"Unspecified abortion or induced abortion NOS, complete,complicated by Delayed or excessive haemorrhage orAfibrinogenaemia or Defibrination syndrome orIntravascular coagulation",,,,,
O06.7,"Unspecified abortion or induced abortion NOS, complete,complicated by Embolism or Embolism NOS or Airembolism or Amniotic fluid embolism or Blood-clotembolism or Pulmonary embolism or Pyaemic embolism orSeptic or septicopyaemic embolism or Soap embolism",,,,,
O06.8,"Unspecified abortion or induced abortion NOS, complete,with other and unspecified complications with  Shockfollowing abortion and ectopic and molar pregnancy;Circulatory collapase; Postoperative Shock; Renal failurefollowing abortion and ectopic and molar pregnancy;Oliguria; Acute Renal failure; Renal shutdown; Renaltubular necrosis; Uraemia",,,,,
O07.1,"Failed medical abortion complicated by delayed orexcessive haemorrhage; Afibrinogenaemia with Delayed orexcessive haemorrhage following abortion and ectopic andmolar pregnancy; Afibrinogenaemia; Defibrinationsyndrome; Intravascular coagulation",,,,,
O07.5,"Other and unspecified failed attempted abortioncomplicated by genital tract and pelvic infection withEndometritis; Oophoritis; Parametritis; Pelvic peritonitis;Salpingitis; Salpingo-oophoritis; Sepsi; Septic shock;Septicaemia",,,,,
O07.6,"Other and unspecified failed attempted abortioncomplicated by delayed or excessive haemorrhage withDelayed or excessive haemorrhage following abortion andectopic and molar pregnancy; Afibrinogenaemia;Defibrination syndrome; Intravascular coagulation",,,,,
O08.3,"Shock following abortion and ectopic and molar pregnancy;Circulatory collapase; Postoperative Shock",,,,,
O08.8,"Other complications following abortion and ectopic andmolar pregnancy; Cardiac arrest; Urinary tract infection",,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
M60.00,Infective myositis; Tropical pyomyositis Multiple site,,,,,
M60.01,Infective myositis; Tropical pyomyositis Shoulder region,,,,,
M60.02,Infective myositis; Tropical pyomyositis Upper arm,,,,,
M60.05,"Infective myositis; Tropical pyomyositis Pelvic region andthigh",,,,,
M60.06,Infective myositis; Tropical pyomyositis Lower leg,,,,,
M60.07,Infective myositis; Tropical pyomyositis Ankle and foot,,,,,
M60.08,Infective myositis; Tropical pyomyositis Other,,,,,
M60.09,Infective myositis; Tropical pyomyositis Site unspecified,,,,,
M60.1,Interstitial myositis,,,,,
M60.11,Interstitial myositis Shoulder region,,,,,
M60.2,"Foreign body granuloma of soft tissue, not elsewhereclassified",,,,,
M60.21,"Foreign body granuloma of soft tissue, not elsewhereclassified Shoulder region",,,,,
M60.23,"Foreign body granuloma of soft tissue, not elsewhereclassified Forearm",,,,,
M60.27,"Foreign body granuloma of soft tissue, not elsewhereclassified Ankle and foot",,,,,
M60.8,Other myositis,,,,,
M60.80,Other myositis Multiple site,,,,,
M60.81,Other myositis Shoulder region,,,,,
M60.88,Other myositis Other,,,,,
M60.89,Other myositis Site unspecified,,,,,
M60.9,"Myositis, unspecified",,,,,
M60.90,"Myositis, unspecified Multiple site",,,,,
M60.91,"Myositis, unspecified Shoulder region",,,,,
M60.92,"Myositis, unspecified Upper arm",,,,,
M60.95,"Myositis, unspecified Pelvic region and thigh",,,,,
M60.96,"Myositis, unspecified Lower leg",,,,,
M60.98,"Myositis, unspecified Other",,,,,
M60.99,"Myositis, unspecified Site unspecified",,,,,
M61.3,"Calcification and ossification of muscles associated withburns; Myositis ossificans associated with burns",,,,,
M61.55,Other ossification of muscle Pelvic region and thigh,,,,,
M61.59,Other ossification of muscle Site unspecified,,,,,
M61.9,"Calcification and ossification of muscle, unspecified",,,,,
M62.0,Diastasis of muscle,,,,,
M62.05,Diastasis of muscle  Pelvic region and thigh,,,,,
M62.08,Diastasis of muscle  Other,,,,,
M62.1,Other rupture of muscle (nontraumatic),,,,,
M62.48,Contracture of muscle  Other,,,,,
M62.49,Contracture of muscle  Site unspecified,,,,,
M62.56,"Muscle wasting and atrophy, not elsewhere classified;Disuse atrophy NEC Lower leg",,,,,
M62.59,"Muscle wasting and atrophy, not elsewhere classified;Disuse atrophy NEC Site unspecified",,,,,
M62.60,Muscle strain  Multiple site,,,,,
M62.61,Muscle strain  Shoulder region,,,,,
M62.62,Muscle strain  Upper arm,,,,,
M62.63,Muscle strain  Forearm,,,,,
M62.65,Muscle strain  Pelvic region and thigh,,,,,
M62.66,Muscle strain  Lower leg,,,,,
M62.67,Muscle strain  Ankle and foot,,,,,
M62.68,Muscle strain  Other,,,,,
M62.69,Muscle strain  Site unspecified,,,,,
M62.8,Muscle (sheath) hernia,,,,,
M62.80,Muscle (sheath) hernia Multiple site,,,,,
M62.85,Muscle (sheath) hernia Pelvic region and thigh,,,,,
M62.86,Muscle (sheath) hernia Lower leg,,,,,
M62.88,Muscle (sheath) hernia Other,,,,,
M62.89,Muscle (sheath) hernia Site unspecified,,,,,
M62.9,"Disorder of muscle, unspecified",,,,,
M62.90,"Disorder of muscle, unspecified  Multiple site",,,,,
M62.91,"Disorder of muscle, unspecified  Shoulder region",,,,,
M62.95,"Disorder of muscle, unspecified  Pelvic region and thigh",,,,,
M62.96,"Disorder of muscle, unspecified  Lower leg",,,,,
M62.97,"Disorder of muscle, unspecified  Ankle and foot",,,,,
M62.98,"Disorder of muscle, unspecified  Other",,,,,
M62.99,"Disorder of muscle, unspecified  Site unspecified",,,,,
M65.0,Abscess of tendon sheath,,,,,
M65.1,Other infective tenosynovitis,,,,,
M65.13,Other infective (teno)synovitis Forearm,,,,,
M65.2,Calcific tendinitis,,,,,
ICD 10 CODE,DESCRIPTION,,,,,
,,,,,,
M65.22,Calcific tendinitis Upper arm,,,,,
M65.25,Calcific tendinitis Pelvic region and thigh,,,,,
M65.29,Calcific tendinitis Site unspecified,,,,,
M65.3,Trigger finger;Nodular tendinous disease,,,,,
M65.4,Radial styloid tenosynovitis [de Quervain],,,,,
M65.8,Other synovitis and tenosynovitis,,,,,
M65.80,Other synovitis and tenosynovitis Multiple site,,,,,
M65.84,Other synovitis and tenosynovitis Hand,,,,,
M65.86,Other synovitis and tenosynovitis Lower leg,,,,,
M65.87,Other synovitis and tenosynovitis Ankle and foot,,,,,
M65.89,Other synovitis and tenosynovitis Site unspecified,,,,,
M65.9,"Synovitis and tenosynovitis, unspecified",,,,,
M65.90,"Synovitis and tenosynovitis, unspecified Multiple site",,,,,
M65.91,"Synovitis and tenosynovitis, unspecified Shoulder region",,,,,
M65.92,"Synovitis and tenosynovitis, unspecified Upper arm",,,,,
M65.93,"Synovitis and tenosynovitis, unspecified Forearm",,,,,
M65.94,"Synovitis and tenosynovitis, unspecified Hand",,,,,
M65.95,"Synovitis and tenosynovitis, unspecified Pelvic region andthigh",,,,,
M65.96,"Synovitis and tenosynovitis, unspecified Lower leg",,,,,
M65.97,"Synovitis and tenosynovitis, unspecified Ankle and foot",,,,,
M65.99,"Synovitis and tenosynovitis, unspecified Site unspecified",,,,,
M66.0,Rupture of popliteal cyst,,,,,
M66.4,Spontaneous rupture of other tendons,,,,,
M66.5,"Spontaneous rupture of unspecified tendon; Rupture atmusculotendinous junction, nontraumatic",,,,,
M67.0,Short Achilles tendon (acquired),,,,,
M67.1,Other contracture of tendon (sheath),,,,,
M67.2,"Synovial hypertrophy, not elsewhere classified",,,,,
M67.3,Transient synovitis; Toxic synovitis,,,,,
M67.4,Ganglion; Ganglion of joint or tendon (sheath),,,,,
M67.8,Other specified disorders of synovium and tendon,,,,,
M67.9,"Disorder of synovium and tendon, unspecified",,,,,
M70.0,Chronic crepitant synovitis of hand and wrist,,,,,
M70.1,Bursitis of hand,,,,,
M70.2,Olecranon bursitis,,,,,
M70.3,Other bursitis of elbow,,,,,
M70.4,Prepatellar bursitis,,,,,
M70.5,Other bursitis of knee,,,,,
M70.6,Trochanteric bursitis; Trochanteric tendinitis,,,,,
M70.7,Other bursitis of hip; Ischial bursitis,,,,,
M70.8,"Other soft tissue disorders related to use, overuse andpressure",,,,,
M70.9,"Unspecified soft tissue disorder related to use, overuse andpressure",,,,,
M71.1,Other infective bursitis,,,,,
M71.2,Synovial cyst of popliteal space [Baker],,,,,
M71.3,Other bursal cyst; Synovial cyst NOS,,,,,
M71.31,Other bursal cyst; Synovial cyst NOS  Shoulder region,,,,,
M71.5,"Other bursitis, not elsewhere classified",,,,,
M71.51,"Other bursitis, not elsewhere classified Shoulder region",,,,,
M71.8,Other specified bursopathies,,,,,
M71.9,"Bursopathy, unspecified",,,,,
M71.91,"Bursopathy, unspecified Shoulder region",,,,,
M71.99,"Bursopathy, unspecified Site unspecified",,,,,
M72.0,Palmar fascial fibromatosis [Dupuytren],,,,,
M72.2,Plantar fascial fibromatosis; Plantar fasciitis,,,,,
M72.5,"Fasciitis, not elsewhere classified",,,,,
