code,Description,,,
35216,"REPAIR BLOOD VESSEL, DIRECT; INTRATHORACIC, W/O BYPASS",,,
35221,"REPAIR BLOOD VESSEL, DIRECT; INTRA-ABDOMINAL",,,
35226,"REPAIR BLOOD VESSEL, DIRECT; LOWER EXTREMITY",,,
35231,REPAIR BLOOD VESSEL W/ VEIN GRAFT; NECK,,,
35236,REPAIR BLOOD VESSEL W/ VEIN GRAFT; UPPER EXTREMITY,,,
35241,"REPAIR BLOOD VESSEL W/ VEIN GRAFT; INTRATHORACIC, W/BYPASS",,,
35246,"REPAIR BLOOD VESSEL W/ VEIN GRAFT; INTRATHORACIC, W/OBYPASS",,,
35251,REPAIR BLOOD VESSEL W/ VEIN GRAFT; INTRA-ABDOMINAL,,,
35256,REPAIR BLOOD VESSEL W/ VEIN GRAFT; LOWER EXTREMITY,,,
RVS Code,Description,,,
,,,,
35266,"REPAIR BLOOD VESSEL W/ GRAFT OTHER THAN VEIN; UPPEREXTREMITY",,,
35271,"REPAIR BLOOD VESSEL W/ GRAFT OTHER THAN VEIN;INTRATHORACIC, W/ BYPASS",,,
35276,"REPAIR BLOOD VESSEL W/ GRAFT OTHER THAN VEIN;INTRATHORACIC, W/O BYPASS",,,
35281,"REPAIR BLOOD VESSEL W/ GRAFT OTHER THAN VEIN; INTRA-ABDOMINAL",,,
35286,"REPAIR BLOOD VESSEL W/ GRAFT OTHER THAN VEIN; LOWEREXTREMITY",,,
35301,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT;CAROTID, VERTEBRAL, SUBCLAVIAN, BY NECK INCISION",,,
35311,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT;SUBCLAVIAN, INNOMINATE, BY THORACIC INCISION",,,
35321,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT;AXILLARY-BRACHIAL",,,
35331,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT;ABDOMINAL AORTA",,,
35341,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT;MESENTERIC, CELIAC, OR RENAL",,,
35351,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT; ILIAC",,,
35355,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT;ILIOFEMORAL",,,
35361,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT;COMBINED AORTOILIAC",,,
35363,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT;COMBINED AORTOILIOFEMORAL",,,
35371,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT;COMMON FEMORAL",,,
35372,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT; DEEP(PROFUNDA) FEMORAL",,,
35381,"THROMBOENDARTERECTOMY, W/ OR W/O PATCH GRAFT;FEMORAL AND/OR POPLITEAL, AND/OR TIBIOPERONEAL",,,
35450,"TRANSLUMINAL BALLOON ANGIOPLASTY, OPEN; RENAL OR OTHERVISCERAL ARTERY",,,
35452,"TRANSLUMINAL BALLOON ANGIOPLASTY, OPEN; AORTIC",,,
35454,"TRANSLUMINAL BALLOON ANGIOPLASTY, OPEN; ILIAC",,,
35456,"TRANSLUMINAL BALLOON ANGIOPLASTY, OPEN; FEMORAL-POPLITEAL",,,
35458,"TRANSLUMINAL BALLOON ANGIOPLASTY, OPEN;BRACHIOCEPHALIC TRUNK OR BRANCHES, EACH VESSEL",,,
35459,"TRANSLUMINAL BALLOON ANGIOPLASTY, OPEN; TIBIOPERONEALTRUNK AND BRANCHES",,,
35460,"TRANSLUMINAL BALLOON ANGIOPLASTY, OPEN; VENOUS",,,
35470,"TRANSLUMINAL BALLOON ANGIOPLASTY, PERCUTANEOUS;TIBIOPERONEAL TRUNK OR BRANCHES, EACH VESSEL",,,
35471,"TRANSLUMINAL BALLOON ANGIOPLASTY, PERCUTANEOUS; RENALOR VISCERAL ARTERY",,,
35472,"TRANSLUMINAL BALLOON ANGIOPLASTY, PERCUTANEOUS;AORTIC",,,
35473,"TRANSLUMINAL BALLOON ANGIOPLASTY, PERCUTANEOUS; ILIAC",,,
35474,"TRANSLUMINAL BALLOON ANGIOPLASTY, PERCUTANEOUS;FEMORAL-POPLITEAL",,,
35475,"TRANSLUMINAL BALLOON ANGIOPLASTY, PERCUTANEOUS;BRANCHIOCEPHALIC TRUNK OR BRANCHES, EACH VESSEL",,,
35476,"TRANSLUMINAL BALLOON ANGIOPLASTY, PERCUTANEOUS;VENOUS",,,
35480,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, OPEN; RENAL OROTHER VISCERAL ARTERY",,,
35481,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, OPEN; AORTIC",,,
35482,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, OPEN; ILIAC",,,
35483,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, OPEN; FEMORAL-POPLITEAL",,,
35484,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, OPEN;BRACHIOCEPHALIC TRUNK OR BRANCHES, EACH VESSEL",,,
35485,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, OPEN;TIBIOPERONEAL TRUNK AND BRANCHES",,,
35490,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, PERCUTANEOUS;RENAL OR OTHER VISCERAL ARTERY",,,
35491,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, PERCUTANEOUS;AORTIC",,,
35492,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, PERCUTANEOUS;ILIAC",,,
35493,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, PERCUTANEOUS;FEMORAL-POPLITEAL",,,
35494,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, PERCUTANEOUS;BRANCHIOCEPHALIC TRUNK OR BRANCHES, EACH VESSEL",,,
35495,"TRANSLUMINAL PERIPHERAL ATHERECTOMY, PERCUTANEOUS;TIBIOPERONEAL TRUNK AND BRANCHES",,,
35501,"BYPASS GRAFT, W/ VEIN; CAROTID",,,
35506,"BYPASS GRAFT, W/ VEIN; CAROTID-SUBCLAVIAN",,,
35507,"BYPASS GRAFT, W/ VEIN; SUBCLAVIAN-CAROTID",,,
35508,"BYPASS GRAFT, W/ VEIN; CAROTID-VERTEBRAL",,,
35509,"BYPASS GRAFT, W/ VEIN; CAROTID-CAROTID",,,
RVS Code,Description,,,
,,,,
35515,"BYPASS GRAFT, W/ VEIN; SUBCLAVIAN-VERTEBRAL",,,
35516,"BYPASS GRAFT, W/ VEIN; SUBCLAVIAN-AXILLARY",,,
35518,"BYPASS GRAFT, W/ VEIN; AXILLARY-AXILLARY",,,
35521,"BYPASS GRAFT, W/ VEIN; AXILLARY-FEMORAL",,,
35526,"BYPASS GRAFT, W/ VEIN; AORTOSUBCLAVIAN OR CAROTID",,,
35531,"BYPASS GRAFT, W/ VEIN; AORTOCELIAC OR AORTOMESENTERIC",,,
35533,"BYPASS GRAFT, W/ VEIN; AXILLARY-FEMORAL-FEMORAL",,,
35536,"BYPASS GRAFT, W/ VEIN; SPLENORENAL",,,
35541,"BYPASS GRAFT, W/ VEIN; AORTOILIAC OR BI-ILIAC",,,
35546,"BYPASS GRAFT, W/ VEIN; AORTOFEMORAL OR BIFEMORAL",,,
35548,"BYPASS GRAFT, W/ VEIN; AORTOILLIOFEMORAL, UNILATERAL",,,
35549,"BYPASS GRAFT, W/ VEIN; AORTOILLIOFEMORAL, BILATERAL",,,
35551,"BYPASS GRAFT, W/ VEIN; AORTOFEMORAL - POPLITEAL",,,
35556,"BYPASS GRAFT, W/ VEIN; FEMORAL - POPLITEAL",,,
35558,"BYPASS GRAFT, W/ VEIN; FEMORAL-FEMORAL",,,
35560,"BYPASS GRAFT, W/ VEIN; AORTORENAL",,,
35563,"BYPASS GRAFT, W/ VEIN; ILIOILIAC",,,
35565,"BYPASS GRAFT, W/ VEIN; ILIOFEMORAL",,,
35566,"BYPASS GRAFT, W/ VEIN; FEMORAL - ANTERIOR TIBIAL,POSTERIOR TIBIAL, PERONEAL ARTERY OR OTHER DISTALVESSELS",,,
35571,"BYPASS GRAFT, W/ VEIN; POPLITEAL-TIBIAL, PERONEAL ARTERYOR OTHER DISTAL VESSELS",,,
35582,"IN-SITU VEIN BYPASS; AORTOFEMORAL-POPLITEAL (ONLYFEMORAL-POPLITEAL PORTION IN-SITU)",,,
35583,IN-SITU VEIN BYPASS;FEMORAL-POPLITEAL,,,
35585,"IN-SITU VEIN BYPASS; FEMORAL-ANTERIOR TIBIAL, POSTERIORTIBIAL, OR PERONEAL ARTERY",,,
35587,"IN-SITU VEIN BYPASS; POPLITEAL -TIBIAL, PERONEAL",,,
35601,"BYPASS GRAFT, WITH OTHER THAN VEIN; CAROTID",,,
35606,"BYPASS GRAFT, WITH OTHER THAN VEIN; CAROTID-SUBCLAVIAN",,,
35612,"BYPASS GRAFT, WITH OTHER THAN VEIN; SUBCLAVIAN-SUBCLAVIAN",,,
35616,"BYPASS GRAFT, WITH OTHER THAN VEIN; SUBCLAVIAN-AXILLARY",,,
35621,"BYPASS GRAFT, WITH OTHER THAN VEIN; AXILLARY-FEMORAL",,,
35623,"BYPASS GRAFT, WITH OTHER THAN VEIN; AXILLARY-POPLITEALOR -TIBIAL",,,
35626,"BYPASS GRAFT, WITH OTHER THAN VEIN; AORTOSUBCLAVIAN ORCAROTID",,,
35631,"BYPASS GRAFT, WITH OTHER THAN VEIN; AORTOCELIAC,AORTOMESENTERIC, AORTORENAL",,,
35636,"BYPASS GRAFT, WITH OTHER THAN VEIN; SPLENORENAL (SPLENICTO RENAL ARTERIAL ANASTOMOSIS)",,,
35641,"BYPASS GRAFT, WITH OTHER THAN VEIN; AORTOILIAC OR BI-ILIAC",,,
35642,"BYPASS GRAFT, WITH OTHER THAN VEIN; CAROTID-VERTEBRAL",,,
35645,"BYPASS GRAFT, WITH OTHER THAN VEIN; SUBCLAVIAN-VERTEBRAL",,,
35646,"BYPASS GRAFT, WITH OTHER THAN VEIN; AORTOFEMORAL ORBIFEMORAL",,,
35650,"BYPASS GRAFT, WITH OTHER THAN VEIN; AXILLARY-AXILLARY",,,
35651,"BYPASS GRAFT, WITH OTHER THAN VEIN; AORTOFEMORAL-POPLITEAL",,,
35654,"BYPASS GRAFT, WITH OTHER THAN VEIN; AXILLARY-FEMORAL-FEMORAL",,,
35656,"BYPASS GRAFT, WITH OTHER THAN VEIN; FEMORAL-POPLITEAL",,,
35661,"BYPASS GRAFT, WITH OTHER THAN VEIN; FEMORAL-FEMORAL",,,
35663,"BYPASS GRAFT, WITH OTHER THAN VEIN; ILIOILIAC",,,
35665,"BYPASS GRAFT, WITH OTHER THAN VEIN; ILIOFEMORAL",,,
35666,"BYPASS GRAFT, WITH OTHER THAN VEIN; FEMORAL-ANTERIORTIBIAL, POSTERIOR TIBIAL, OR PERONEAL ARTERY",,,
35671,"BYPASS GRAFT, WITH OTHER THAN VEIN; POPLITEAL-TIBIAL OR -PERONEAL ARTERY",,,
35681,"BYPASS GRAFT, COMPOSITE",,,
35691,"TRANSPOSITION AND/OR REIMPLANTATION; VERTEBRAL TOCAROTID ARTERY",,,
35693,"TRANSPOSITION AND/OR REIMPLANTATION; VERTEBRAL TOSUBCLAVIAN ARTERY",,,
35694,"TRANSPOSITION AND/OR REIMPLANTATION; SUBCLAVIAN TOCAROTID ARTERY",,,
35695,"TRANSPOSITION AND/OR REIMPLANTATION; CAROTID TOSUBCLAVIAN ARTERY",,,
RVS Code,Description,,,
,Case Rate,,,
35701,"EXPLORATION (NOT FOLLOWED BY SURGICAL REPAIR), W/ ORW/O LYSIS OF ARTERY; CAROTID ARTERY",,,
35721,"EXPLORATION (NOT FOLLOWED BY SURGICAL REPAIR), W/ ORW/O LYSIS OF ARTERY; FEMORAL ARTERY",,,
35741,"EXPLORATION (NOT FOLLOWED BY SURGICAL REPAIR), W/ ORW/O LYSIS OF ARTERY; POPLITEAL ARTERY",,,
35761,"EXPLORATION (NOT FOLLOWED BY SURGICAL REPAIR), W/ ORW/O LYSIS OF ARTERY; OTHER VESSELS",,,
35800,"EXPLORATION FOR POSTOPERATIVE HEMORRHAGE, THROMBOSISOR INFECTION; NECK",,,
35820,"EXPLORATION FOR POSTOPERATIVE HEMORRHAGE, THROMBOSISOR INFECTION; CHEST",,,
35840,"EXPLORATION FOR POSTOPERATIVE HEMORRHAGE, THROMBOSISOR INFECTION; ABDOMEN",,,
35860,"EXPLORATION FOR POSTOPERATIVE HEMORRHAGE, THROMBOSISOR INFECTION; EXTREMITY",,,
35870,REPAIR OF GRAFT-ENTERIC FISTULA,,,
35875,THROMBECTOMY OF ARTERIAL OR VENOUS GRAFT;,,,
35876,"THROMBECTOMY OF ARTERIAL OR VENOUS GRAFT; W/ REVISIONOF ARTERIAL OR VENOUS GRAFT",,,
35901,EXCISION OF INFECTED GRAFT; NECK,,,
35903,EXCISION OF INFECTED GRAFT; EXTREMITY,,,
35905,EXCISION OF INFECTED GRAFT; THORAX,,,
35907,EXCISION OF INFECTED GRAFT; ABDOMEN,,,
36010,"INTRODUCTION OF CATHETER, SUPERIOR OR INFERIOR VENACAVA",,,
36011,"SELECTIVE CATHETER PLACEMENT, VENOUS SYSTEM; FIRSTORDER BRANCH (E.G., RENAL VEIN, JUGULAR VEIN)",,,
36012,"SELECTIVE CATHETER PLACEMENT, VENOUS SYSTEM;  SECONDORDER, OR MORE SELECTIVE, BRANCH (E.G., LEFT ADRENAL VEIN,PETROSAL SINUS)",,,
36013,"INTRODUCTION OF CATHETER, RIGHT HEART OR MAINPULMONARY ARTERY",,,
36014,"SELECTIVE CATHETER PLACEMENT, LEFT OR RIGHT PULMONARYARTERY",,,
36015,"SELECTIVE CATHETER PLACEMENT, SEGMENTAL ORSUBSEGMENTAL PULMONARY ARTERY",,,
36100,"INTRODUCTION OF NEEDLE OR INTRACATHETER, CAROTID ORVERTEBRAL ARTERY",,,
36120,"INTRODUCTION OF NEEDLE OR INTRACATHETER; RETROGRADEBRACHIAL ARTERY",,,
36140,"INTRODUCTION OF NEEDLE OR INTRACATHETER; EXTREMITYARTERY",,,
36145,"INTRODUCTION OF NEEDLE OR INTRACATHETER;ARTERIOVENOUS SHUNT CREATED FOR DIALYSIS (CANNULA,FISTULA, OR GRAFT)",,,
36200,"INTRODUCTION OF CATHETER, AORTA",,,
36215,"SELECTIVE CATHETER PLACEMENT, ARTERIAL SYSTEM; EACHFIRST ORDER THORACIC OR BRACHIOCEPHALIC BRANCH, W/IN AVASCULAR FAMILY",,,
36216,"SELECTIVE CATHETER PLACEMENT, ARTERIAL SYSTEM; INITIALSECOND ORDER THORACIC OR BRACHIOCEPHALIC BRANCH, W/INA VASCULAR FAMILY",,,
36217,"SELECTIVE CATHETER PLACEMENT, ARTERIAL SYSTEM; INITIALTHIRD ORDER OR MORE SELECTIVE THORACIC ORBRACHIOCEPHALIC BRANCH, W/IN A VASCULAR FAMILY",,,
36245,"SELECTIVE CATHETER PLACEMENT, ARTERIAL SYSTEM; EACHFIRST ORDER ABDOMINAL, PELVIC, OR LOWER EXTREMITYARTERY BRANCH, W/IN A VASCULAR FAMILY",,,
36246,"SELECTIVE CATHETER PLACEMENT, ARTERIAL SYSTEM; INITIALSECOND ORDER ABDOMINAL, PELVIC OR LOWER EXTREMITYARTERY BRANCH, W/IN A VASCULAR FAMILY",,,
36247,"SELECTIVE CATHETER PLACEMENT, ARTERIAL SYSTEM; INITIALTHIRD ORDER OR MORE SELECTIVE ABDOMINAL, PELVIC ORLOWER EXTREMITY ARTERY BRANCH, W/IN A VASCULAR FAMILY",,,
36260,"INSERTION OF IMPLANTABLE INTRA-ARTERIAL INFUSION PUMP(E.G., FOR CHEMOTHERAPY OF LIVER)",,,
36261,REVISION OF IMPLANTED INTRA-ARTERIAL INFUSION PUMP,,,
36262,REMOVAL OF IMPLANTED INTRA-ARTERIAL INFUSION PUMP,,,
36430,"OUTPATIENT TRANSFUSION OF BLOOD OR BLOOD PRODUCTS; ONEOR MORE UNITS",,,
36450,"EXCHANGE TRANSFUSION, BLOOD",,,
36481,"PERCUTANEOUS PORTAL VEIN CATHETERIZATION BY ANYMETHOD",,,
36488,"PLACEMENT OF CENTRAL VENOUS CATHETER (SUBCLAVIAN,JUGULAR, OR OTHER VEIN) (E.G., FOR CENTRAL VENOUSPRESSURE, HYPERALIMENTATION, HEMODIALYSIS, ORCHEMOTHERAPY); PERCUTANEOUS OR CUTDOWN",,,
36510,"CATHETERIZATION OF UMBILICAL VEIN FOR DIAGNOSIS ORTHERAPY, NEWBORN",,,
36511,THERAPEUTIC APHERESIS,,,
36568,"INSERTION OF PERIPHERALLY INSERTED CENTRAL VENOUSCATHETER (PICC)",,,
RVS Code,Description,,,
,,,,
36660,"CATHETERIZATION, UMBILICAL ARTERY, NEWBORN, FORDIAGNOSIS OR THERAPY",,,
36781,"PERCUTANEOUSPORTAL VEIN CATHETERIZATION BY ANYMETHOD",,,
36800,"INSERTION OF CANNULA FOR HEMODIALYSIS, OTHER PURPOSE ;VEIN TO VEIN",,,
36810,"INSERTION OF CANNULA FOR HEMODIALYSIS, OTHER PURPOSE ;ARTERIOVENOUS, EXTERNAL (SCRIBNER TYPE)",,,
36815,"INSERTION OF CANNULA FOR HEMODIALYSIS, OTHER PURPOSE ;ARTERIOVENOUS, EXTERNAL REVISION, OR CLOSURE",,,
36821,"ARTERIOVENOUS ANASTOMOSIS, DIRECT, ANY SITE (E.G., CIMINOTYPE)",,,
36822,"INSERTION OF CANNULA(S) FOR PROLONGED EXTRACORPOREALCIRCULATION FOR CARDIOPULMONARY INSUFFICIENCY (ECMO)",,,
36825,"CREATION OF ARTERIOVENOUS FISTULA BY OTHER THAN DIRECTARTERIOVENOUS ANASTOMOSIS ; AUTOGENOUS GRAFT",,,
36830,"CREATION OF ARTERIOVENOUS FISTULA BY OTHER THAN DIRECTARTERIOVENOUS ANASTOMOSIS ; NONAUTOGENOUS GRAFT",,,
36832,"REVISION OF AN ARTERIOVENOUS FISTULA, W/ OR W/OTHROMBECTOMY, AUTOGENOUS OR NONAUTOGENOUS GRAFT",,,
36834,PLASTIC REPAIR OF ARTERIOVENOUS ANEURYSM,,,
36835,INSERTION OF THOMAS SHUNT,,,
37140,VENOUS ANASTOMOSIS; PORTOCAVAL,,,
37145,VENOUS ANASTOMOSIS; RENOPORTAL,,,
37160,VENOUS ANASTOMOSIS; CAVAL-MESENTERIC,,,
37180,"VENOUS ANASTOMOSIS; SPLENORENAL, PROXIMAL",,,
37181,"VENOUS ANASTOMOSIS; SPLENORENAL, DISTAL (SELECTIVEDECOMPRESSION OF ESOPHAGOGASTRIC VARICES, ANYTECHNIQUE)",,,
37182,"INSERTION OF TRANSVENOUS INTRAHEPATIC PORTOSYSTEMICSHUNT(S) (TIPS) INCLUDES VENOUS ACCESS, HEPATIC ANDPORTAL VEIN CATHETERIZATION, PORTOGRAPHY, HEMODYNAMICEVALUATION, INTRAHEPATIC TRACT FORMATION/DILATATION,STENT PLACEMENT AND ALL ASSOCIATED IMAGING G",,,
37184,"PRIMARY PERCUTANEOUS TRANSLUMINAL MECHANICALTHROMBECTOMY, NON-CORONARY, ARTERIAL OR ARTERIALBYPASS GRAFT INCLUDING FLUOROSCOPIC GUIDANCE ANDINTRAPROCEDURAL PHARMACOLOGICAL THROMBOLYTICINJECTIONS; ONE OR MORE VESSELS",,,
37187,"PERCUTANEOUS TRANSLUMINAL MECHANICAL THROMBECTOMY,VEINS, INCLUDING INTRAPROCEDURAL PHARMACOLOGICALTHROMBOLYTIC INJECTIONS AND FLUOROSCOPIC GUIDANCE; ONEOR MORE VESSELS",,,
37200,TRANSCATHETER BIOPSY,,,
37201,"TRANSCATHETER THERAPY, INFUSION FOR THROMBOLYSISOTHER THAN CORONARY",,,
37202,"TRANSCHATHETER THERAPY, INFUSION OTHER THAN FORTHROMBOLYSIS, ANY TYPE (E.G., SPASMOLYTIC,VASOCONSTRICTIVE)",,,
37203,"TRANSCATHETER RETRIEVAL, PERCUTANEOUS, OFINTRAVASCULAR FOREIGN BODY (E.G., FRACTURED VENOUS ORARTERIAL CATHETER)",,,
37204,"TRANSCATHETER OCCLUSION OR EMBOLIZATION (E.G., FORTUMOR DESTRUCTION, TO ACHIEVE HEMOSTASIS, TO OCCLUDE AVASCULAR MALFORMATION), PERCUTANEOUS, ANY METHOD, NONCENTRAL NERVOUS SYSTEM, NON-HEAD OR NECK",,,
37205,"TRANSCATHETER PLACEMENT OF AN INTRAVASCULAR STENT(S),(NON-CORONARY VESSEL), PERCUTANEOUS; INITIAL VESSEL",,,
37207,"TRANSCATHETER PLACEMENT OF AN INTRAVASCULAR STENT(S),(NON-CORONARY VESSEL), OPEN; INITIAL VESSEL",,,
37565,"LIGATION, INTERNAL JUGULAR VEIN",,,
37600,LIGATION; EXTERNAL CAROTID ARTERY,,,
37605,LIGATION; INTERNAL OR COMMON CAROTID ARTERY,,,
37606,"LIGATION; INTERNAL OR COMMON CAROTID ARTERY, W/GRADUAL OCCLUSION, AS W/ SELVERSTONE OR CRUTCHFIELDCAMP",,,
37607,"LIGATION OR BANDING OF ANGIOACCESS ARTERIOVENOUSFISTULA",,,
37609,"LIGATION OR BIOPSY, TEMPORAL ARTERY",,,
37615,"LIGATION, MAJOR ARTERY (E.G., POST-TRAUMATIC, RUPTURE);NECK",,,
37616,"LIGATION, MAJOR ARTERY (E.G., POST-TRAUMATIC, RUPTURE);CHEST",,,
37617,"LIGATION, MAJOR ARTERY (E.G., POST-TRAUMATIC, RUPTURE);ABDOMEN",,,
37618,"LIGATION, MAJOR ARTERY (E.G., POST-TRAUMATIC, RUPTURE);EXTREMITY",,,
RVS Code,Description,,,
,,,,
37650,LIGATION OF FEMORAL VEIN,,,
37660,LIGATION OF COMMON ILIAC VEIN,,,
37700,"LIGATION AND DIVISION OF LONG SAPHENOUS VEIN ATSAPHENOFEMORAL JUNCTION, OR DISTAL INTERRUPTIONS",,,
37720,"LIGATION AND DIVISION AND COMPLETE STRIPPING OF LONG ORSHORT SAPHENOUS VEINS",,,
37730,"LIGATION AND DIVISION AND COMPLETE STRIPPING OF LONG ANDSHORT SAPHENOUS VEINS",,,
37735,"LIGATION AND DIVISION AND COMPLETE STRIPPING OF LONG ORSHORT SAPHENOUS VEINS W/ RADICAL EXCISION OF ULCER ANDSKIN GRAFT AND/OR INTERRUPTION OF COMMUNICATING VEINSOF LOWER LEG, W/ EXCISION OF DEEP FASCIA",,,
37760,"LIGATION OF PERFORATORS, SUBFASCIAL, RADICAL (LINTONTYPE), W/ OR W/O SKIN GRAFT",,,
37780,"LIGATION AND DIVISION OF SHORT SAPHENOUS VEIN ATSAPHENOPOPLITEAL JUNCTION",,,
37788,"PENILE REVASCULARIZATION, ARTERY, W/ OR W/O VEIN GRAFT",,,
37790,PENILE VENOUS OCCLUSIVE PROCEDURE,,,
38100,SPLENECTOMY; TOTAL,,,
38101,SPLENECTOMY; PARTIAL,,,
38102,"SPLENECTOMY; TOTAL, EN BLOC FOR EXTENSIVE DISEASE, INCONJUCTION W/ OTHER PROCEDURE",,,
38115,"REPAIR OF RUPTURED SPLEEN (SPLENORRHAPHY) W/ OR W/OPARTIAL SPLENECTOMY",,,
38120,"LAPAROSCOPY, SURGICAL; SPLENECTOMY",,,
38205,"BLOOD-DERIVED HEMATOPOIETIC PROGENITOR CELLHARVESTING FOR TRANSPLANTATION",,,
38220,BONE MARROW ASPIRATION AND/OR BIOPSY,,,
38230,BONE MARROW HARVESTING FOR TRANSPLANTATION,,,
38240,"BONE MARROW OR PERIPHERAL BLOOD DERIVED PERIPHERALSTEM CELL TRANSPLANTATION",,,
38300,DRAINAGE OF LYMPH NODE ABSCESS OR LYMPHADENITIS,,,
38380,"SUTURE AND/OR LIGATION OF THORACIC DUCT; CERVICALAPPROACH",,,
38381,"SUTURE AND/OR LIGATION OF THORACIC DUCT; THORACICAPPROACH",,,
38382,"SUTURE AND/OR LIGATION OF THORACIC DUCT; ABDOMINALAPPROACH",,,
38500,BIOPSY OR EXCISION OR LYMPH NODE(S); SUPERFICIAL,,,
38505,"BIOPSY OR EXCISION OR LYMPH NODE(S); BY NEEDLE,SUPERFICIAL (E.G., CERVICAL, INGUINAL, AXILLARY)",,,
38510,"BIOPSY OR EXCISION OR LYMPH NODE(S); DEEP CERVICALNODE(S)",,,
38520,"BIOPSY OR EXCISION OR LYMPH NODE(S); DEEP CERVICALNODE(S) W/ EXCISION SCALENE FAT PAD",,,
38525,"BIOPSY OR EXCISION OR LYMPH NODE(S); DEEP AXILLARYNODE(S)",,,
38530,"BIOPSY OR EXCISION OR LYMPH NODE(S); INTERNAL MAMMARYNODE(S)",,,
38542,"DISSECTION, DEEP JUGULAR NODE(S)",,,
38550,"EXCISION OF CYSTIC HYGROMA, AXILLARY OR CERVICAL; W/ODEEP NEUROVASCULAR DISSECTION",,,
38555,"EXCISION OF CYSTIC HYGROMA, AXILLARY OR CERVICAL; W/ DEEPNEUROVASCULAR DISSECTION",,,
38570,"LAPAROSCOPY, SURGICAL; WITH RETROPERITONEAL LYMPHNODE SAMPLING (BIOPSY), SINGLE OR MULTIPLE",,,
38571,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVICLYMPHADENECTOMY",,,
38572,"LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVICLYMPHADENECTOMY AND PERI-AORTIC LYMPH NODE SAMPLING(BIOPSY), SINGLE OR MULTIPLE",,,
38700,SUPRAHYOID LYMPHADENECTOMY,,,
38720,CERVICAL LYMPHADENECTOMY (COMPLETE),,,
38724,"CERVICAL LYMPHADENECTOMY (MODIFIED RADICAL NECKDISSECTION)",,,
38740,AXILLARY LYMPHADENECTOMY; SUPERFICIAL,,,
38745,AXILLARY LYMPHADENECTOMY; COMPLETE,,,
38746,"THORACIC LYMPHADENECTOMY, REGIONAL, INCLUDINGMEDIASTINAL AND PERITRACHEAL NODES",,,
38747,"ABDOMINAL LYMPHADENECTOMY, REGIONAL, INCLUDINGCELIAC, PARA-AORTIC AND VENAL CAVAL NODES",,,
38760,"INGUINOFEMORAL LYMPHADENECTOMY, SUPERFICIAL,INCLUDING CLOQUETS NODE",,,
38765,"INGUINOFEMORAL LYMPHADENECTOMY, SUPERFICIAL, INCONTINUITY W/ PELVIC LYMPHADENECTOMY, INCLUDINGEXTERNAL ILIAC, HYPOGASTRIC, AND OBTURATOR NODES",,,
38770,"PELVIC LYMPHADENECTOMY, INCLUDING EXTERNAL ILIAC,HYPOGASTRIC, AND OBTURATOR NODES",,,
38780,"RETROPERITONEAL TRANSABDOMINAL LYMPHADENECTOMY,EXTENSIVE, INCLUDING PELVIC, AORTIC, AND RENAL NODES",,,
39000,"MEDIASTINOTOMY WITH EXPLORATION, DRAINAGE, REMOVAL OFFOREIGN BODY, OR BIOPSY; CERVICAL APPROACH",,,
39010,"TRANSTHORACIC APPROACH, INCLUDING EITHERTRANSTHORACIC OR MEDIAN STERNOTOMY",,,
RVS Code,Description,,,
,Case Rate,,,
39220,EXCISION OF MEDIASTINAL TUMOR,,,
39400,"MEDIASTINOSCOPY, WITH OR WITHOUT BIOPSY",,,
39501,"REPAIR, LACERATION OF DIAPHRAGM, ANY APPROACH",,,
39502,"REPAIR, PARAESOPHAGEAL HIATUS HERNIA, TRANSABDOMINAL,WITH OR WITHOUT FUNDOPLASTY, VAGOTOMY, AND/ORPYLOROPLASTY, EXCEPT NEONATAL",,,
39503,"REPAIR, NEONATAL DIAPHRAGMATIC HERNIA, WITH OR WITHOUTCHEST TUBE INSERTION AND WITH OR WITHOUT CREATION OFVENTRAL HERNIA",,,
39520,"REPAIR, DIAPHRAGMATIC HERNIA (ESOPHAGEAL HIATAL);TRANSTHORACIC",,,
